,Date of 8-day Window,"Centroid of Selection (Lat,Lon)",Number of Pixels,Average AOD,5% Percentile AOD,50% Percentile (Median) AOD,95% Percentile AOD,Percent of Pixels with no Data
0,2014-12-27,"26.63, 86.73",100,0.13511647,0.07480315119028091,0.11811023950576782,0.24803149700164773,3.0
0,2015-01-09,"26.63, 86.73",100,0.22023621,0.07047244422137737,0.19685038924217224,0.4490157425403595,0.0
0,2015-01-09,"26.63, 86.73",100,0.22023621,0.07047244422137737,0.19685038924217224,0.4490157425403595,0.0
0,2015-01-17,"26.63, 86.73",100,0.25149778,0.08307086788117886,0.1909448802471161,0.500984251499176,8.0
0,2015-01-25,"26.63, 86.73",100,0.50100714,0.15944881737232208,0.5216535329818726,0.8690944910049438,14.0
0,2015-02-02,"26.63, 86.73",100,0.534685,0.09803149402141571,0.6062992215156555,0.9177165150642395,0.0
0,2015-02-10,"26.63, 86.73",100,0.7842001,0.30708661675453186,1.0,1.0,9.0
0,2015-02-18,"26.63, 86.73",100,0.79142904,0.28464568257331846,0.9173228144645691,1.0,13.0
0,2015-02-26,"26.63, 86.73",100,0.19384842,0.05511811003088951,0.16535432636737823,0.3442913249135016,20.0
0,2015-03-06,"26.63, 86.73",100,0.39087105,0.1525590568780899,0.374015748500824,0.6427165269851685,4.0
0,2015-03-06,"26.63, 86.73",100,0.39087105,0.1525590568780899,0.374015748500824,0.6427165269851685,4.0
0,2015-03-14,"26.63, 86.73",100,0.3394094,0.10157480649650097,0.3897637724876404,0.5511810779571533,0.0
0,2015-03-22,"26.63, 86.73",100,0.71340185,0.4055117964744568,0.7598425149917603,1.0,2.0
0,2015-03-30,"26.63, 86.73",100,0.32215586,0.1283464550971985,0.33070865273475647,0.5263779401779175,13.0
0,2015-04-07,"26.63, 86.73",100,0.25042617,0.14409449100494384,0.24015748500823975,0.3937007784843445,3.0
0,2015-04-15,"26.63, 86.73",100,0.48080102,0.25984251499176025,0.4724409580230713,0.6771653294563293,19.0
0,2015-04-23,"26.63, 86.73",100,0.4085564,0.22440944612026215,0.4133858382701874,0.6425196766853332,25.0
0,2015-05-01,"26.63, 86.73",100,0.58344835,0.14015748500823974,0.6417322754859924,0.9338582396507262,3.0
0,2015-05-01,"26.63, 86.73",100,0.58344835,0.14015748500823974,0.6417322754859924,0.9338582396507262,3.0
0,2015-05-09,"26.63, 86.73",100,0.42648658,0.3486220553517342,0.4114173352718353,0.5175196766853333,42.0
0,2015-05-17,"26.63, 86.73",100,0.67637795,0.4133858382701874,0.7224409580230713,0.8824803113937377,0.0
0,2015-05-25,"26.63, 86.73",100,0.7945185,0.4391732275485992,0.8169291615486145,1.0,48.0
0,2015-06-02,"26.63, 86.73",100,0.67975557,0.2568897604942322,0.7362204790115356,0.9320866018533707,24.0
0,2015-06-10,"26.63, 86.73",100,0.66329205,0.437007874250412,0.6850393414497375,0.8700787425041199,79.0
0,2015-06-18,"26.63, 86.73",100,,,,,100.0
0,2015-06-26,"26.63, 86.73",100,,,,,100.0
0,2015-06-26,"26.63, 86.73",100,,,,,100.0
0,2015-07-04,"26.63, 86.73",100,,,,,100.0
0,2015-07-12,"26.63, 86.73",100,,,,,100.0
0,2015-07-20,"26.63, 86.73",100,0.17829974,0.09055118262767792,0.18110236525535583,0.2641732215881347,41.0
0,2015-07-28,"26.63, 86.73",100,0.36122048,0.2968504011631012,0.3523622006177902,0.44330708384513856,92.0
0,2015-08-05,"26.63, 86.73",100,0.6524696,0.3897637724876404,0.7165354490280151,0.7814960479736328,89.0
0,2015-08-13,"26.63, 86.73",100,,,,,100.0
0,2015-08-21,"26.63, 86.73",100,,,,,100.0
0,2015-08-21,"26.63, 86.73",100,,,,,100.0
0,2015-08-29,"26.63, 86.73",100,,,,,100.0
0,2015-09-06,"26.63, 86.73",100,1.0,1.0,1.0,1.0,92.0
0,2015-09-14,"26.63, 86.73",100,,,,,100.0
0,2015-09-22,"26.63, 86.73",100,0.52040684,0.22007873952388762,0.5649606585502625,0.6222440958023071,40.0
0,2015-09-30,"26.63, 86.73",100,0.28897637,0.09448818862438202,0.30708661675453186,0.5472440719604492,0.0
0,2015-10-08,"26.63, 86.73",100,0.26562992,0.09429133832454681,0.25590550899505615,0.4881889820098877,0.0
0,2015-10-16,"26.63, 86.73",100,0.63503355,0.15472441017627717,0.7007874250411987,1.0,33.0
0,2015-10-16,"26.63, 86.73",100,0.63503355,0.15472441017627717,0.7007874250411987,1.0,33.0
0,2015-10-24,"26.63, 86.73",100,0.43058014,0.12539370059967042,0.5216535329818726,0.681692886352539,2.0
0,2015-11-01,"26.63, 86.73",100,0.7573819,0.19586613774299622,0.9251968264579773,1.0,4.0
0,2015-11-09,"26.63, 86.73",100,0.73696643,0.32165353894233706,0.9055117964744568,1.0,5.0
0,2015-11-17,"26.63, 86.73",100,0.5688583,0.16909448206424713,0.6397637724876404,0.984645676612854,0.0
0,2015-11-25,"26.63, 86.73",100,0.85350454,0.3818897604942322,1.0,1.0,19.0
0,2015-12-03,"26.63, 86.73",100,0.5547293,0.30708661675453186,0.5748031735420227,0.751968502998352,19.0
0,2015-12-11,"26.63, 86.73",100,0.68477976,0.2145669311285019,0.7992125749588013,1.0,9.0
0,2015-12-11,"26.63, 86.73",100,0.68477976,0.2145669311285019,0.7992125749588013,1.0,9.0
0,2015-12-19,"26.63, 86.73",100,0.53403026,0.20590551793575287,0.5039370059967041,0.974015760421753,13.0
0,2015-12-27,"26.63, 86.73",100,0.37872303,0.10629921406507492,0.32677164673805237,0.8622047305107117,8.0
0,2016-01-01,"26.63, 86.73",100,0.58508766,0.1360236167907715,0.6122047305107117,1.0,2.0
0,2016-01-09,"26.63, 86.73",100,0.88962644,0.47834646701812744,1.0,1.0,14.0
0,2016-01-17,"26.63, 86.73",100,0.7965393,0.24803149700164795,1.0,1.0,19.0
0,2016-01-25,"26.63, 86.73",100,0.70713294,0.2015747994184494,0.7755905389785767,1.0,15.0
0,2016-02-02,"26.63, 86.73",100,0.75067055,0.4133858382701874,0.8031495809555054,0.9842519760131836,9.0
0,2016-02-10,"26.63, 86.73",100,0.6334814,0.14173229038715363,0.7440944910049438,0.9645669460296631,6.0
0,2016-02-18,"26.63, 86.73",100,0.7773247,0.12263779640197754,1.0,1.0,16.0
0,2016-02-26,"26.63, 86.73",100,0.7613298,0.37185039520263674,0.8484252095222473,1.0,10.0
0,2016-02-26,"26.63, 86.73",100,0.7613298,0.37185039520263674,0.8484252095222473,1.0,10.0
0,2016-03-06,"26.63, 86.73",100,0.53437006,0.12598425149917603,0.6141732335090637,0.9450787663459778,0.0
0,2016-03-14,"26.63, 86.73",100,0.46405894,0.2937007963657379,0.4645669162273407,0.6000000119209288,7.0
0,2016-03-22,"26.63, 86.73",100,0.6280709,0.35787402391433715,0.6122047305107117,0.9570866346359252,0.0
0,2016-03-30,"26.63, 86.73",100,0.51406074,0.11811023950576782,0.39173227548599243,1.0,2.0
0,2016-04-07,"26.63, 86.73",100,0.6243307,0.2826771780848503,0.6102362275123596,0.9962598443031311,0.0
0,2016-04-15,"26.63, 86.73",100,0.6463187,0.3787401556968689,0.6811023354530334,0.825196874141693,3.0
0,2016-04-15,"26.63, 86.73",100,0.6463187,0.3787401556968689,0.6811023354530334,0.825196874141693,3.0
0,2016-04-23,"26.63, 86.73",100,0.55011815,0.34625985473394394,0.5590550899505615,0.7677165269851685,0.0
0,2016-05-01,"26.63, 86.73",100,0.8904834,0.6401574730873107,0.9291338324546814,1.0,7.0
0,2016-05-09,"26.63, 86.73",100,0.6090697,0.38444881439208983,0.4960629940032959,0.9690945029258726,46.0
0,2016-05-17,"26.63, 86.73",100,0.43782806,0.19586613774299622,0.39960628747940063,0.7214567065238953,4.0
0,2016-05-25,"26.63, 86.73",100,0.70188606,0.1456692934036255,0.7322834730148315,1.0,57.0
0,2016-06-02,"26.63, 86.73",100,0.70734906,0.3181102335453034,0.7421259880065918,0.916338562965393,46.0
0,2016-06-10,"26.63, 86.73",100,,,,,100.0
0,2016-06-10,"26.63, 86.73",100,,,,,100.0
0,2016-06-18,"26.63, 86.73",100,,,,,100.0
0,2016-06-26,"26.63, 86.73",100,,,,,100.0
0,2016-07-04,"26.63, 86.73",100,,,,,100.0
0,2016-07-12,"26.63, 86.73",100,,,,,100.0
0,2016-07-20,"26.63, 86.73",100,,,,,100.0
0,2016-07-28,"26.63, 86.73",100,0.20472442,0.20472441613674164,0.20472441613674164,0.20472441613674164,99.0
0,2016-08-05,"26.63, 86.73",100,,,,,100.0
0,2016-08-05,"26.63, 86.73",100,,,,,100.0
0,2016-08-13,"26.63, 86.73",100,0.23622048,0.23622047901153564,0.23622047901153564,0.23622047901153564,99.0
0,2016-08-21,"26.63, 86.73",100,0.29544312,0.06535433158278466,0.27952754497528076,0.605905520915985,53.0
0,2016-08-29,"26.63, 86.73",100,0.8070866,0.7929133683443069,0.8070866167545319,0.8212598651647568,98.0
0,2016-09-06,"26.63, 86.73",100,,,,,100.0
0,2016-09-14,"26.63, 86.73",100,0.37795275,0.3779527544975281,0.3779527544975281,0.3779527544975281,99.0
0,2016-09-22,"26.63, 86.73",100,0.19685039,0.19685038924217224,0.19685038924217224,0.19685038924217224,99.0
0,2016-09-30,"26.63, 86.73",100,0.3600956,0.2494094491004944,0.35826772451400757,0.46043305993080136,72.0
0,2016-09-30,"26.63, 86.73",100,0.3600956,0.2494094491004944,0.35826772451400757,0.46043305993080136,72.0
0,2016-10-08,"26.63, 86.73",100,0.5197811,0.23228345811367035,0.5236220359802246,0.7716535329818726,59.0
0,2016-10-16,"26.63, 86.73",100,0.2387795,0.06299212574958801,0.18110236525535583,0.5486220270395278,0.0
0,2016-10-24,"26.63, 86.73",100,0.36626348,0.14173229038715363,0.32677164673805237,0.7480314970016477,3.0
0,2016-11-01,"26.63, 86.73",100,0.1482542,0.03937007859349251,0.12992125749588013,0.34803150892257684,1.0
0,2016-11-09,"26.63, 86.73",100,0.25337458,0.0781496062874794,0.2263779491186142,0.5281495928764343,2.0
0,2016-11-17,"26.63, 86.73",100,0.31224412,0.0824803128838539,0.2933070957660675,0.6860235959291457,0.0
0,2016-11-25,"26.63, 86.73",100,0.4044882,0.15748031437397003,0.4212598502635956,0.7131889939308166,0.0
0,2016-11-25,"26.63, 86.73",100,0.4044882,0.15748031437397003,0.4212598502635956,0.7131889939308166,0.0
0,2016-12-03,"26.63, 86.73",100,0.40718076,0.05511811003088951,0.312992125749588,1.0,8.0
0,2016-12-11,"26.63, 86.73",100,0.20767717,0.06692913174629211,0.17519685626029968,0.4305118143558501,0.0
0,2016-12-19,"26.63, 86.73",100,0.3709139,0.13385826349258423,0.32283464074134827,0.7614173173904418,1.0
0,2016-12-27,"26.63, 86.73",100,0.29715252,0.14665354788303375,0.2854330837726593,0.47933071106672287,14.0
0,2017-01-01,"26.63, 86.73",100,0.2952756,0.29527559876441956,0.29527559876441956,0.29527559876441956,99.0
0,2017-01-09,"26.63, 86.73",100,0.7314029,0.2539370059967041,0.7775590419769287,1.0,24.0
0,2017-01-17,"26.63, 86.73",100,0.50711846,0.1649606257677078,0.4803149700164795,0.9783464670181273,1.0
0,2017-01-25,"26.63, 86.73",100,0.33086613,0.11791338883340359,0.3484252095222473,0.5165354251861571,0.0
0,2017-02-02,"26.63, 86.73",100,0.6631102,0.15728346407413482,0.7578740119934082,0.9472441196441649,0.0
0,2017-02-10,"26.63, 86.73",100,0.5479921,0.24409449100494385,0.5688976347446442,0.8779527544975281,0.0
0,2017-02-10,"26.63, 86.73",100,0.5479921,0.24409449100494385,0.5688976347446442,0.8779527544975281,0.0
0,2017-02-18,"26.63, 86.73",100,0.82050455,0.3925196766853333,1.0,1.0,2.0
0,2017-02-26,"26.63, 86.73",100,0.55728346,0.0746063008904457,0.6909449100494385,0.8513779640197753,0.0
0,2017-03-06,"26.63, 86.73",100,0.39163083,0.18897637724876404,0.4015747904777527,0.6102362275123594,3.0
0,2017-03-14,"26.63, 86.73",100,0.54274464,0.3169291317462921,0.5433070659637451,0.7618110179901123,9.0
0,2017-03-22,"26.63, 86.73",100,0.7108487,0.07834645658731461,0.8838582634925842,1.0,10.0
0,2017-03-30,"26.63, 86.73",100,0.5605974,0.2212598413228989,0.5787401795387268,1.0,3.0
0,2017-04-07,"26.63, 86.73",100,0.5573228,0.39330707788467406,0.5137795209884644,0.7883858084678649,0.0
0,2017-04-07,"26.63, 86.73",100,0.5573228,0.39330707788467406,0.5137795209884644,0.7883858084678649,0.0
0,2017-04-15,"26.63, 86.73",100,0.4118191,0.0663385808467865,0.38779526948928833,0.8627952814102166,2.0
0,2017-04-23,"26.63, 86.73",100,0.44649604,0.13759841918945312,0.46259841322898865,0.7137795448303222,0.0
0,2017-05-01,"26.63, 86.73",100,0.4629134,0.14940945208072662,0.4921259880065918,0.695472466945648,0.0
0,2017-05-09,"26.63, 86.73",100,0.8710809,0.47637794613838197,0.9881889820098877,1.0,45.0
0,2017-05-17,"26.63, 86.73",100,0.5348763,0.17716535925865173,0.6062992215156555,0.8208661675453185,1.0
0,2017-05-25,"26.63, 86.73",100,0.6397931,0.27165353298187256,0.665354311466217,0.9688976526260376,33.0
0,2017-06-02,"26.63, 86.73",100,0.73935866,0.5944882035255432,0.7244094610214233,0.9291338324546813,31.0
0,2017-06-02,"26.63, 86.73",100,0.73935866,0.5944882035255432,0.7244094610214233,0.9291338324546813,31.0
0,2017-06-10,"26.63, 86.73",100,0.78363955,0.39606298208236695,0.8779527544975281,1.0,55.0
0,2017-06-18,"26.63, 86.73",100,0.90323246,0.8003936767578125,0.8897637724876404,1.0,81.0
0,2017-06-26,"26.63, 86.73",100,,,,,100.0
0,2017-07-04,"26.63, 86.73",100,,,,,100.0
0,2017-07-12,"26.63, 86.73",100,0.22715344,0.013385826721787454,0.10236220806837082,0.6433070778846741,67.0
0,2017-07-20,"26.63, 86.73",100,,,,,100.0
0,2017-07-28,"26.63, 86.73",100,,,,,100.0
0,2017-07-28,"26.63, 86.73",100,,,,,100.0
0,2017-08-05,"26.63, 86.73",100,,,,,100.0
0,2017-08-13,"26.63, 86.73",100,,,,,100.0
0,2017-08-21,"26.63, 86.73",100,0.303,0.2886000007390976,0.30300000309944153,0.3174000054597855,98.0
0,2017-08-29,"26.63, 86.73",100,,,,,100.0
0,2017-09-06,"26.63, 86.73",100,,,,,100.0
0,2017-09-14,"26.63, 86.73",100,0.20091306,0.09099999815225601,0.17299999296665192,0.3257999926805496,77.0
0,2017-09-22,"26.63, 86.73",100,0.56866276,0.14675000309944153,0.5239999890327454,1.0,14.0
0,2017-09-22,"26.63, 86.73",100,0.56866276,0.14675000309944153,0.5239999890327454,1.0,14.0
0,2017-09-30,"26.63, 86.73",100,0.15048334,0.0823999971151352,0.15399999916553497,0.2173499934375286,40.0
0,2017-10-08,"26.63, 86.73",100,0.4251667,0.012000000104308128,0.4090000092983246,1.0,4.0
0,2017-10-16,"26.63, 86.73",100,0.44136736,0.08639999739825725,0.38199999928474426,0.9095999807119369,2.0
0,2017-10-24,"26.63, 86.73",100,0.6437245,0.2117999993264675,0.6689999997615814,1.0,2.0
0,2017-11-01,"26.63, 86.73",100,0.14598,0.058800000324845315,0.11600000038743019,0.29979999512434,0.0
0,2017-11-09,"26.63, 86.73",100,0.15848455,0.04699999839067459,0.12600000202655792,0.38840000629425037,3.0
0,2017-11-17,"26.63, 86.73",100,0.37475997,0.08679999746382236,0.3959999978542328,0.7360000014305115,0.0
0,2017-11-17,"26.63, 86.73",100,0.37475997,0.08679999746382236,0.3959999978542328,0.7360000014305115,0.0
0,2017-11-25,"26.63, 86.73",100,0.50777006,0.15884999856352808,0.49800001084804535,1.0,0.0
0,2017-12-03,"26.63, 86.73",100,0.21595,0.04699999839067459,0.17899999767541885,0.5283499985933303,0.0
0,2017-12-11,"26.63, 86.73",100,0.33554736,0.07500000298023224,0.3659999966621399,0.626799988746643,5.0
0,2017-12-19,"26.63, 86.73",100,0.39767784,0.16500000655651093,0.3700000047683716,0.9041500002145761,10.0
0,2017-12-27,"26.63, 86.73",100,0.1894607,0.03500000014901161,0.15399999916553497,0.4298000037670135,11.0
0,2018-01-01,"26.63, 86.73",100,0.36398628,0.09639999717473983,0.29899999499320984,0.8586000084877011,27.0
0,2018-01-09,"26.63, 86.73",100,0.19647616,0.11860000044107437,0.19299999624490738,0.28144999295473083,58.0
0,2018-01-17,"26.63, 86.73",100,0.308,0.1770000010728836,0.3190000057220459,0.43299999833106995,36.0
0,2018-01-25,"26.63, 86.73",100,0.89705,0.5118000239133835,1.0,1.0,20.0
0,2018-02-02,"26.63, 86.73",100,0.6662783,0.03500000014901161,0.8899999856948853,1.0,3.0
0,2018-02-02,"26.63, 86.73",100,0.6662783,0.03500000014901161,0.8899999856948853,1.0,3.0
0,2018-02-10,"26.63, 86.73",100,0.6768526,0.20499999821186066,0.7440000176429749,1.0,5.0
0,2018-02-18,"26.63, 86.73",100,0.94026506,0.6287999868392945,1.0,1.0,17.0
0,2018-02-26,"26.63, 86.73",100,0.6586458,0.14600000530481339,0.8089999854564667,1.0,4.0
0,2018-03-06,"26.63, 86.73",100,0.51053,0.13699999675154687,0.5769999921321869,0.7446000158786773,0.0
0,2018-03-14,"26.63, 86.73",100,0.50658005,0.25580001175403594,0.4685000032186508,0.8389999866485596,0.0
0,2018-03-22,"26.63, 86.73",100,0.71345,0.42100000381469727,0.7129999995231628,1.0,0.0
0,2018-03-30,"26.63, 86.73",100,0.5588,0.1889999955892563,0.6380000114440918,0.7283999860286713,0.0
0,2018-03-30,"26.63, 86.73",100,0.5588,0.1889999955892563,0.6380000114440918,0.7283999860286713,0.0
0,2018-04-07,"26.63, 86.73",100,0.39845362,0.04699999839067459,0.43700000643730164,0.7710000038146971,3.0
0,2018-04-15,"26.63, 86.73",100,0.5985102,0.12939999625086784,0.7184999883174896,1.0,2.0
0,2018-04-23,"26.63, 86.73",100,0.68643934,0.1730000004172325,0.7400000095367432,1.0,34.0
0,2018-05-01,"26.63, 86.73",100,0.6705231,0.27820001244544984,0.6930000185966492,1.0,35.0
0,2018-05-09,"26.63, 86.73",100,0.39126003,0.09079999811947345,0.443000003695488,0.6779999881982802,0.0
0,2018-05-17,"26.63, 86.73",100,0.4527333,0.3475999891757965,0.4490000009536743,0.5910000205039978,55.0
0,2018-05-25,"26.63, 86.73",100,0.9089028,0.6236000090837479,0.9939999878406525,1.0,28.0
0,2018-05-25,"26.63, 86.73",100,0.9089028,0.6236000090837479,0.9939999878406525,1.0,28.0
0,2018-06-02,"26.63, 86.73",100,0.4948485,0.37400001287460327,0.47999998927116394,0.6332000017166137,67.0
0,2018-06-10,"26.63, 86.73",100,0.6348947,0.12140000127255916,0.8740000128746033,1.0,62.0
0,2018-06-18,"26.63, 86.73",100,0.9051111,0.7360000014305115,0.925000011920929,1.0,64.0
0,2018-06-26,"26.63, 86.73",100,,,,,100.0
0,2018-07-04,"26.63, 86.73",100,,,,,100.0
0,2018-07-12,"26.63, 86.73",100,0.119,0.08379999697208404,0.10599999874830246,0.16520000100135804,95.0
0,2018-07-20,"26.63, 86.73",100,,,,,100.0
0,2018-07-20,"26.63, 86.73",100,,,,,100.0
0,2018-07-28,"26.63, 86.73",100,,,,,100.0
0,2018-08-05,"26.63, 86.73",100,,,,,100.0
0,2018-08-13,"26.63, 86.73",100,0.26500002,0.06880000196397304,0.2460000067949295,0.4872500076889991,90.0
0,2018-08-21,"26.63, 86.73",100,,,,,100.0
0,2018-08-29,"26.63, 86.73",100,,,,,100.0
0,2018-09-06,"26.63, 86.73",100,,,,,100.0
0,2018-09-14,"26.63, 86.73",100,0.55985004,0.37770000696182254,0.5,0.8470499873161317,80.0
0,2018-09-14,"26.63, 86.73",100,0.55985004,0.37770000696182254,0.5,0.8470499873161317,80.0
0,2018-09-22,"26.63, 86.73",100,0.60025,0.5550000071525574,0.5825000107288361,0.6703499972820282,96.0
0,2018-09-30,"26.63, 86.73",100,0.7563174,0.4831999927759171,0.7950000166893005,0.9717000007629395,37.0
0,2018-10-08,"26.63, 86.73",100,0.4809727,0.31740000247955324,0.5,0.6092000126838684,27.0
0,2018-10-16,"26.63, 86.73",100,0.7687703,0.24239999502897264,0.9054999947547913,1.0,26.0
0,2018-10-24,"26.63, 86.73",100,0.24518001,0.0827999971807003,0.26600000262260437,0.3993500024080276,0.0
0,2018-11-01,"26.63, 86.73",100,0.53134,0.15000000596046448,0.5295000076293945,0.9534000098705292,0.0
0,2018-11-09,"26.63, 86.73",100,0.70903194,0.21699999272823334,0.8425000011920929,1.0,6.0
0,2018-11-09,"26.63, 86.73",100,0.70903194,0.21699999272823334,0.8425000011920929,1.0,6.0
0,2018-11-17,"26.63, 86.73",100,0.71959996,0.17660000100731849,0.9040000140666962,1.0,0.0
0,2018-11-25,"26.63, 86.73",100,0.38746,0.09079999811947345,0.3330000042915344,0.7966000169515609,0.0
0,2018-12-03,"26.63, 86.73",100,0.5305955,0.23279999792575837,0.5080000162124634,0.9610000252723694,11.0
0,2018-12-11,"26.63, 86.73",100,0.20667394,0.08340000025928021,0.20499999821186066,0.37139999419450764,8.0
0,2018-12-19,"26.63, 86.73",100,0.42405266,0.08579999729990959,0.4169999957084656,0.8856000185012817,5.0
0,2018-12-27,"26.63, 86.73",100,0.5747632,0.16099999845027924,0.5550000071525574,0.9577500075101852,24.0
0,2019-01-01,"26.63, 86.73",100,0.32382,0.08699999749660492,0.29899999499320984,0.7053999841213227,0.0
0,2019-01-09,"26.63, 86.73",100,0.73252183,0.3136000081896782,0.8209999799728394,1.0,8.0
0,2019-01-17,"26.63, 86.73",100,0.62901086,0.3194000065326691,0.6100000143051147,1.0,8.0
0,2019-01-25,"26.63, 86.73",100,0.5729069,0.23399999365210533,0.659500002861023,0.8129999935626984,14.0
0,2019-01-25,"26.63, 86.73",100,0.5729069,0.23399999365210533,0.659500002861023,0.8129999935626984,14.0
0,2019-02-02,"26.63, 86.73",100,0.611134,0.190599998831749,0.6690000295639038,1.0,3.0
0,2019-02-10,"26.63, 86.73",100,0.33669475,0.10709999948740007,0.2639999985694885,0.786599999666214,5.0
0,2019-02-18,"26.63, 86.73",100,0.77798647,0.23189999759197238,0.9149999916553497,1.0,26.0
0,2019-02-26,"26.63, 86.73",100,0.47058535,0.10639999881386757,0.46299999952316284,0.8444500148296357,18.0
0,2019-03-06,"26.63, 86.73",100,0.37413135,0.054999999701976776,0.42100000381469727,0.6503999769687653,1.0
0,2019-03-14,"26.63, 86.73",100,0.47862628,0.2165999934077263,0.5350000262260437,0.6773999869823456,1.0
0,2019-03-22,"26.63, 86.73",100,0.59646,0.20419999808073044,0.6120000183582306,0.8899999856948853,0.0
0,2019-03-22,"26.63, 86.73",100,0.59646,0.20419999808073044,0.6120000183582306,0.8899999856948853,0.0
0,2019-03-30,"26.63, 86.73",100,0.713027,0.10859999917447567,1.0,1.0,26.0
0,2019-04-07,"26.63, 86.73",100,0.589671,0.3294999897480011,0.5789999961853027,0.8957499861717224,24.0
0,2019-04-15,"26.63, 86.73",100,0.34582657,0.1013999979943037,0.3700000047683716,0.567200022935867,2.0
0,2019-04-23,"26.63, 86.73",100,0.8143371,0.5905999779701233,0.8190000057220459,1.0,11.0
0,2019-05-01,"26.63, 86.73",100,0.56506,0.3659999966621399,0.6199999749660492,0.7129999995231628,0.0
0,2019-05-09,"26.63, 86.73",100,0.82682973,0.4006000071763992,0.9129999876022339,1.0,6.0
0,2019-05-17,"26.63, 86.73",100,0.7356163,0.19699999690055847,0.976500004529953,1.0,14.0
0,2019-05-17,"26.63, 86.73",100,0.7356163,0.19699999690055847,0.976500004529953,1.0,14.0
0,2019-05-25,"26.63, 86.73",100,0.859921,0.6344999969005585,0.9135000109672546,1.0,24.0
0,2019-06-02,"26.63, 86.73",100,0.6457045,0.3564000025391579,0.6649999916553497,0.9867499887943268,56.0
0,2019-06-10,"26.63, 86.73",100,0.8252069,0.4449999928474426,0.9650000035762787,1.0,42.0
0,2019-06-18,"26.63, 86.73",100,0.81369567,0.2679999992251396,0.9014999866485596,1.0,54.0
0,2019-06-26,"26.63, 86.73",100,0.78349996,0.5886499732732773,0.7834999859333038,0.9783499985933304,98.0
0,2019-07-04,"26.63, 86.73",100,,,,,100.0
0,2019-07-12,"26.63, 86.73",100,1.0,1.0,1.0,1.0,84.0
0,2019-07-12,"26.63, 86.73",100,1.0,1.0,1.0,1.0,84.0
0,2019-07-20,"26.63, 86.73",100,,,,,100.0
0,2019-07-28,"26.63, 86.73",100,,,,,100.0
0,2019-08-05,"26.63, 86.73",100,0.10078571,0.0,0.07899999991059303,0.2280000001192093,2.0
0,2019-08-13,"26.63, 86.73",100,,,,,100.0
0,2019-08-21,"26.63, 86.73",100,0.289,0.06850000023841858,0.15399999916553497,0.6039999842643737,97.0
0,2019-08-29,"26.63, 86.73",100,0.12290476,0.07900000363588333,0.10199999809265137,0.25200000405311584,79.0
0,2019-09-06,"26.63, 86.73",100,,,,,100.0
0,2019-09-06,"26.63, 86.73",100,,,,,100.0
0,2019-09-14,"26.63, 86.73",100,0.42017144,0.18980000466108324,0.4410000145435333,0.5729999840259551,65.0
0,2019-09-22,"26.63, 86.73",100,0.37,0.3700000047683716,0.3700000047683716,0.3700000047683716,99.0
0,2019-09-30,"26.63, 86.73",100,,,,,100.0
0,2019-10-08,"26.63, 86.73",100,0.2782,0.11800000071525574,0.24000000208616257,0.5389999747276306,10.0
0,2019-10-16,"26.63, 86.73",100,0.4540421,0.13559999614953994,0.4569999873638153,0.7829999923706055,5.0
0,2019-10-24,"26.63, 86.73",100,0.3647639,0.09619999714195729,0.2854999899864197,0.9303999960422517,28.0
0,2019-11-01,"26.63, 86.73",100,0.4816,0.15700000524520874,0.4610000103712082,0.8982000023126602,0.0
0,2019-11-01,"26.63, 86.73",100,0.4816,0.15700000524520874,0.4610000103712082,0.8982000023126602,0.0
0,2019-11-09,"26.63, 86.73",100,0.34998,0.09099999815225601,0.296999990940094,0.7291499793529508,0.0
0,2019-11-17,"26.63, 86.73",100,0.76597786,0.31299999356269836,0.9089999794960022,1.0,9.0
0,2019-11-25,"26.63, 86.73",100,0.4902738,0.09799999743700027,0.5409999787807465,0.7336000055074691,16.0
0,2019-12-03,"26.63, 86.73",100,0.4211563,0.164000004529953,0.403999999165535,0.8967499881982803,4.0
0,2019-12-11,"26.63, 86.73",100,0.64147615,0.22440000623464584,0.6420000195503235,1.0,37.0
0,2019-12-19,"26.63, 86.73",100,0.43223754,0.12959999553859233,0.3959999978542328,0.9015500009059904,20.0
0,2019-12-27,"26.63, 86.73",100,0.2531519,0.10159999802708626,0.19300000369548798,0.5282999873161314,21.0
0,2019-12-27,"26.63, 86.73",100,0.2531519,0.10159999802708626,0.19300000369548798,0.5282999873161314,21.0
0,2020-01-09,"26.63, 86.73",100,0.45451045,0.08599999733269215,0.3919999897480011,0.8850000202655792,4.0
0,2020-01-17,"26.63, 86.73",100,0.5798616,0.13959999680519103,0.5910000205039978,1.0,35.0
0,2020-01-17,"26.63, 86.73",100,0.5798616,0.13959999680519103,0.5910000205039978,1.0,35.0
0,2020-01-25,"26.63, 86.73",100,0.84243524,0.23920000195503235,1.0,1.0,15.0
0,2020-02-02,"26.63, 86.73",100,0.8203708,0.4346000015735626,0.9610000252723694,1.0,11.0
0,2020-02-10,"26.63, 86.73",100,0.7291837,0.2593999937176704,0.8740000128746033,1.0,2.0
0,2020-02-18,"26.63, 86.73",100,0.7765625,0.3340000078082085,0.8365000188350677,1.0,20.0
0,2020-02-26,"26.63, 86.73",100,0.39979792,0.15960000082850456,0.42899999022483826,0.6460000276565552,6.0
0,2020-03-06,"26.63, 86.73",100,0.47629595,0.050399998947978024,0.56700000166893,0.8992000043392181,2.0
